x,y,z
0.7552206008887508,0.5329487840139191,0.694435403897153
0.6415935188140355,0.20585447477348082,0.7906341047351212
0.7295568303026038,0.1206450817468703,0.7808711423347713
0.5348488891377906,0.5016187971950715,0.745283240779703
0.7801804647139019,0.5067755194910857,0.74169641623804
0.8425996716867981,0.5520226367271556,0.6205248279534306
0.7283796834381884,0.5954255428028855,0.5575796236709509
0.7303409719141197,0.2764163657397408,0.7860749235550448
0.8667866516183621,0.23603725745086004,0.6583727285955345
0.714142159544956,0.18456224921257317,0.8708750671613369
0.8489861412102341,0.4944077802621656,0.6643753114881525
0.8307961240411863,0.1725878700217949,0.7487320781298799
0.8590328160601645,0.3270050901382233,0.7084769187385892
0.6035113690894588,0.32995241461483393,0.7313514678386079
0.743591797144606,0.17624436491658632,0.7399994265490752
0.5209921200935852,0.1902243930300667,0.6660831804594104
0.680787919614383,0.4492843705954649,0.5158329106488069
0.6731983070802534,0.1238240100159759,0.6488217257518093
0.5549805088966071,0.24388438693138723,0.7335230856810981
0.5528392587787645,0.2519999052338394,0.5705477964592316
0.7738490588063306,0.3841610055425575,0.7967694942956306
0.750203429582377,0.32329050388743374,0.7959513304518104
0.665338585264959,0.19590373872337416,0.6668621216310242
0.7558217058961557,0.4725968765497095,0.814222250796854
0.7934137940187026,0.30156214188396613,0.8497848110244037
0.7458275688815063,0.3168009057559483,0.8219940749916895
0.8904609998269928,0.34923886755896927,0.7035410337221724
0.5715017277350277,0.2929265560909986,0.6563197157869145
0.8606031164126167,0.11479860912391224,0.75986845359828
0.6207091133727876,0.23066307885143403,0.686638155533382
0.59213032700668,0.4507795999869306,0.7626733703939306
0.6006111964461321,0.3625342676517641,0.7922006686270449
0.6166968652211279,0.2850566934237887,0.55664057748143
0.6545055086560713,0.46259755198282826,0.7775512892761706
0.8537678925856557,0.21238438662176298,0.7405621264922536
0.620282831745445,0.2828092994993344,0.8009562854073089
0.8185283194291598,0.2088372603761132,0.7836003842412737
0.6990910986836548,0.5295131230933766,0.7037157520123364
0.8577463710607878,0.4170798793739261,0.7705046516020855
0.6371810438660841,0.1832195641529926,0.7729362288510975
0.6523850842562015,0.38835520068345253,0.5840860242960971
0.5949295776256182,0.5417466562365629,0.7712323905393647
0.7839533751958407,0.4354583151808572,0.7554848132747782
0.6969766024848283,0.4065779459681229,0.7355162967724601
0.7137570223145703,0.1570484207824321,0.510472441805868
0.7310859625012974,0.1427646187107485,0.749481851088164
0.634060342048893,0.19106306212560545,0.7865480638006571
0.7101399696653569,0.40867313312078335,0.8153700676762156
0.6129576923022904,0.10425208559354895,0.638984444933706
0.8860631336383824,0.2414162880974097,0.7105443896354868
0.845592869401704,0.3407270344299318,0.6199467546304673
0.5925176966810681,0.5612445611232935,0.609849558385407
0.7386432901365604,0.31834247347620626,0.6433989057590022
0.6087384590374587,0.14941957766913946,0.839972533587467
0.5291386474692291,0.13257455082193806,0.6285651175199578
0.7235867512563158,0.2430182238999247,0.6093651872670115
0.722290007313065,0.4258347753738587,0.8977346617648422
0.6704009292285209,0.2567787384579251,0.6065598462301341
0.6704289152893811,0.5546865435083219,0.7615977283095922
0.587509618410291,0.3186724658875204,0.6794999409984434
0.6574666323276347,0.3207568653826596,0.6239664526831323
0.7633491309071794,0.5419551986972242,0.6690137324430745
0.6637741099845923,0.19121122948433913,0.805836202396556
0.5591957920338665,0.11755449332364479,0.747156489568563
0.592912169237782,0.2419285883296801,0.7009214581140721
0.7006528596472034,0.10018381512350563,0.5160621661102912
0.7171614732032712,0.3250915654387355,0.6146619798571937
0.5758228814707685,0.47464292714219913,0.7347224057379994
0.5689912143323341,0.2650742290712753,0.6385064690928447
0.6297100283557601,0.5504557268925604,0.6503163551510527
0.7668501502014846,0.3085472539696372,0.6081153893209843
0.760367717725041,0.1017240928432899,0.7327507414535995
0.8651753318895437,0.596948897419043,0.8102961030850468
0.5609037210076564,0.5884215806923321,0.690466934508753
0.6210503010875917,0.12336288181205388,0.5338653519188548
0.8740357227115161,0.3948979625060808,0.7409363411494261
0.8236652010379838,0.553531824855248,0.7962926034149049
0.6222391373113196,0.17132199488328778,0.6580909823939337
0.7879553386625011,0.4898188707271548,0.623735605342931
0.5643379233339463,0.31204259292379943,0.7901439322072418
0.879753455776611,0.3644713503015795,0.631926921943281
0.842030355016502,0.20425125573765338,0.6241817045056427
0.7728714670025333,0.5667177157320441,0.5401224381097938
0.6781843734268989,0.13615131662976168,0.8959793883381595
0.688845190713011,0.2790654221062473,0.5924195822029718
0.7424452451826262,0.489577356826414,0.630373581035979
0.5877741936406196,0.12115283643849825,0.5612761647783259
0.6835676149336366,0.455530796628384,0.6405678836249687
0.81809040001275,0.17834825516644484,0.5447096177781675
0.7595297452460026,0.12437522925567598,0.8361291766965867
0.6102678745789938,0.10603857848399531,0.5527631547560895
0.6447320731209872,0.45484663236523937,0.7454927914738756
0.6850503754477439,0.35529378282642265,0.8173957388413442
0.6510183062706282,0.5142559416621926,0.8848811695735368
0.8456975071230703,0.4043568385793067,0.7419371355339272
0.716091006769159,0.5040231544913324,0.8811079687434107
0.7016984249905178,0.577796022667732,0.5706508338379248
0.5630869850132307,0.12589623263257763,0.7033003903070286
0.6227537575166515,0.24197380064061272,0.8618657993146727
0.7592569217784737,0.2920866251816886,0.7943832902670332
0.8987234875391181,0.27794957248302066,0.7169725508230692
0.7614663574066061,0.5198135574397089,0.6860648965575944
0.5702984087849122,0.3193216573065055,0.5681619875802502
0.6406471700272781,0.17313699855250705,0.7555057446318985
0.516989015027936,0.36683916647059356,0.737706387020913
0.827781526946232,0.46619220928522775,0.7116213884074646
0.5776496816500825,0.1017037970844217,0.6866449112038048
0.5599975602327627,0.11009798449069844,0.7972800594839827
0.5517569817349974,0.5169932543564834,0.821015972576683
0.6358558584858535,0.5526349752471105,0.6693806217363207
0.5561153723742982,0.1963426928687579,0.6245673185835646
0.7270593304065212,0.2713822728437749,0.8838410234822413
0.692859636910933,0.3885416599428161,0.5093046732044462
0.7007820258804136,0.4866349895572665,0.8819532064367276
0.7483105385973344,0.40762604971714866,0.5114432091987409
0.8030230802787115,0.5646369204565876,0.6648688230296199
0.7348274330286758,0.24215274258844796,0.5918711338768775
0.7486534062933526,0.4027381665805061,0.5510080357986736
0.7209143927009685,0.4009434735065003,0.6572660060654564
0.7905626117606018,0.21199677912157008,0.69571640091282
0.8269538534470517,0.486925116333381,0.6770871141084822
0.7801883766580748,0.2692375063267898,0.6310518783595886
0.5707571875214514,0.22853229949334344,0.5747267719331282
0.804507706702361,0.2814050971428975,0.8318772714990514
0.59003479845085,0.42685908908347414,0.6403794336730728
0.6237763921500594,0.47279689691359905,0.8402588469033275
0.8382389537799178,0.30727690643856354,0.8383137578794749
0.8323844320506575,0.28331182506910146,0.7182922490150782
0.6825703295654756,0.23589314104719453,0.6760582532718216
0.8100006515812714,0.5124138889787537,0.7311459827039981
0.5234540624506336,0.11726060574525102,0.7899065421285327
0.6555664128803894,0.22674731015942715,0.8480284207051164
0.6304875202664958,0.21586333585567305,0.855900656605396
0.530408426175187,0.11496498155558729,0.7775770731232643
0.7350822689040339,0.41031285316332167,0.8903286641058727
0.7426799287536892,0.5206315589092408,0.713643749888974
0.6773908220324855,0.4358984686314078,0.6297859844916321
0.6498156954757539,0.21133179563777457,0.8687013455566027
0.7882186444713531,0.19426796787235437,0.6645931888647261
0.679843698929539,0.5701584001695741,0.7005823176152552
0.8811940375279363,0.41193689581248305,0.7193138680912311
0.7848293473186099,0.5059872819694965,0.7255368781401328
0.5401705930589399,0.49806026913397683,0.6296687815541246
0.7048666874888898,0.36990006491144645,0.5739289824225766
0.6323881904947809,0.24715109292592882,0.8858811027092093
0.6277269270542453,0.1761834917122382,0.7542673447626166
0.8364402344106858,0.3665927251120439,0.6507752008153669
0.7431984885994585,0.40258962154962763,0.8941712458855081
0.829903596201282,0.4010365827305956,0.7785703535520409
0.7723476978074449,0.5472353339416457,0.8336237098517132
0.6743107352599156,0.1592793064405784,0.6695978253730915
0.8109453747600877,0.29595135556681396,0.7519914567154377
0.74660809782062,0.2944036714951537,0.7332846265007851
0.5323743968479422,0.4721117361975352,0.5933204340847913
0.69514811009146,0.4147011946243466,0.6311943741897474
0.6242997799996709,0.39628650712240776,0.8700562730660776
0.684475828626301,0.24326061055970924,0.6461577161286157
0.708419146165305,0.21061226683338866,0.6965586312814002
0.6635755881381961,0.3279915288482018,0.6337253558631263
0.8112521050849328,0.4566546971323586,0.6254992886362942
0.8238566358935289,0.40001469628187525,0.5968046989314088
0.758182228245247,0.14347658812139638,0.7763808658370985
0.7374030779366457,0.4476302369842965,0.5401662471700583
0.837761246336995,0.14663240135147135,0.7885617768857355
0.5584957013954321,0.5517073071976699,0.5677037888230377
0.6739578882776879,0.2479260769790159,0.7350478654497353
0.5992706283270803,0.1612375974690797,0.7177477425900789
0.5325509841087637,0.2964867272493862,0.7497145368957714
0.7424058629313299,0.20647454928751588,0.7723135644867526
0.5205749710236071,0.11100095582161493,0.7816652531349573
0.6643031502617912,0.14121762546042574,0.7709938089756205
0.8367200476484118,0.4761639302271815,0.835818587775611
0.8819961511937449,0.18652725474378687,0.7280464617086978
0.8203870563027483,0.46165148270356093,0.6280482086427212
0.8412820286415863,0.2541919737685743,0.635773134065039
0.8637714110712156,0.3130230328149174,0.7428160711358579
0.6339035560480255,0.22112963602540817,0.5664804044010411
0.5791840909446843,0.5881586723510464,0.706968976008045
0.5969881524629781,0.2939913516967074,0.7904836198011524
0.6909296390386531,0.4652087396633996,0.8452344781589705
0.8160089298852767,0.4855301980354302,0.7147373733356679
0.7869461600839486,0.22605074794253635,0.5275033549078079
0.7074551650278237,0.26480276672335334,0.6187784550690131
